source	target	count
intermediate monocyte	erythrocyte	18
intermediate monocyte	hematopoietic stem cell	30
intermediate monocyte	innate lymphoid cell	25
intermediate monocyte	macrophage	70
intermediate monocyte	mature NK T cell	66
intermediate monocyte	memory B cell	74
intermediate monocyte	naive B cell	30
intermediate monocyte	naive thymus-derived CD4-positive, alpha-beta T cell	56
intermediate monocyte	naive thymus-derived CD8-positive, alpha-beta T cell	32
intermediate monocyte	neutrophil	52
intermediate monocyte	plasma cell	81
intermediate monocyte	plasmacytoid dendritic cell	52
intermediate monocyte	platelet	25
intermediate monocyte	regulatory T cell	45
intermediate monocyte	type I NK T cell	70
macrophage	CD1c-positive myeloid dendritic cell	126
macrophage	CD4-positive, alpha-beta memory T cell	202
macrophage	CD8-positive, alpha-beta memory T cell	232
macrophage	classical monocyte	238
macrophage	endothelial cell	209
macrophage	erythrocyte	71
macrophage	hematopoietic stem cell	86
macrophage	innate lymphoid cell	94
macrophage	intermediate monocyte	56
macrophage	mature NK T cell	203
macrophage	memory B cell	236
macrophage	naive B cell	74
macrophage	naive thymus-derived CD4-positive, alpha-beta T cell	169
macrophage	naive thymus-derived CD8-positive, alpha-beta T cell	113
macrophage	neutrophil	165
macrophage	plasma cell	258
macrophage	plasmacytoid dendritic cell	134
macrophage	platelet	59
macrophage	regulatory T cell	160
macrophage	type I NK T cell	177
mature NK T cell	CD1c-positive myeloid dendritic cell	109
mature NK T cell	CD4-positive, alpha-beta memory T cell	183
mature NK T cell	CD8-positive, alpha-beta memory T cell	210
mature NK T cell	classical monocyte	221
mature NK T cell	endothelial cell	199
mature NK T cell	erythrocyte	68
mature NK T cell	hematopoietic stem cell	85
mature NK T cell	innate lymphoid cell	88
mature NK T cell	intermediate monocyte	53
mature NK T cell	macrophage	189
mature NK T cell	memory B cell	216
mature NK T cell	naive B cell	67
mature NK T cell	naive thymus-derived CD4-positive, alpha-beta T cell	152
mature NK T cell	naive thymus-derived CD8-positive, alpha-beta T cell	102
mature NK T cell	neutrophil	153
mature NK T cell	plasma cell	239
mature NK T cell	plasmacytoid dendritic cell	121
mature NK T cell	platelet	56
mature NK T cell	regulatory T cell	140
mature NK T cell	type I NK T cell	166
memory B cell	CD1c-positive myeloid dendritic cell	121
memory B cell	CD4-positive, alpha-beta memory T cell	213
memory B cell	CD8-positive, alpha-beta memory T cell	246
memory B cell	classical monocyte	250
memory B cell	endothelial cell	232
memory B cell	erythrocyte	75
memory B cell	hematopoietic stem cell	87
memory B cell	innate lymphoid cell	86
memory B cell	intermediate monocyte	51
memory B cell	macrophage	206
memory B cell	mature NK T cell	208
memory B cell	naive B cell	69
memory B cell	naive thymus-derived CD4-positive, alpha-beta T cell	180
memory B cell	naive thymus-derived CD8-positive, alpha-beta T cell	108
memory B cell	neutrophil	176
memory B cell	plasma cell	281
memory B cell	plasmacytoid dendritic cell	130
memory B cell	platelet	65
memory B cell	regulatory T cell	160
memory B cell	type I NK T cell	182
naive B cell	CD1c-positive myeloid dendritic cell	62
naive B cell	CD4-positive, alpha-beta memory T cell	93
naive B cell	CD8-positive, alpha-beta memory T cell	110
naive B cell	classical monocyte	104
naive B cell	endothelial cell	91
naive B cell	erythrocyte	31
naive B cell	hematopoietic stem cell	33
naive B cell	innate lymphoid cell	37
naive B cell	intermediate monocyte	30
naive B cell	macrophage	97
naive B cell	mature NK T cell	95
naive B cell	memory B cell	108
naive B cell	naive thymus-derived CD4-positive, alpha-beta T cell	79
naive B cell	naive thymus-derived CD8-positive, alpha-beta T cell	56
naive B cell	neutrophil	69
naive B cell	plasma cell	116
naive B cell	plasmacytoid dendritic cell	70
naive B cell	platelet	24
naive B cell	regulatory T cell	67
naive B cell	type I NK T cell	88
naive thymus-derived CD4-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	100
naive thymus-derived CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta memory T cell	172
naive thymus-derived CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta memory T cell	203
naive thymus-derived CD4-positive, alpha-beta T cell	classical monocyte	205
naive thymus-derived CD4-positive, alpha-beta T cell	endothelial cell	187
naive thymus-derived CD4-positive, alpha-beta T cell	erythrocyte	63
naive thymus-derived CD4-positive, alpha-beta T cell	hematopoietic stem cell	79
naive thymus-derived CD4-positive, alpha-beta T cell	innate lymphoid cell	82
naive thymus-derived CD4-positive, alpha-beta T cell	intermediate monocyte	49
naive thymus-derived CD4-positive, alpha-beta T cell	macrophage	177
naive thymus-derived CD4-positive, alpha-beta T cell	mature NK T cell	175
naive thymus-derived CD4-positive, alpha-beta T cell	memory B cell	201
naive thymus-derived CD4-positive, alpha-beta T cell	naive B cell	62
naive thymus-derived CD4-positive, alpha-beta T cell	naive thymus-derived CD8-positive, alpha-beta T cell	101
naive thymus-derived CD4-positive, alpha-beta T cell	neutrophil	143
naive thymus-derived CD4-positive, alpha-beta T cell	plasma cell	220
naive thymus-derived CD4-positive, alpha-beta T cell	plasmacytoid dendritic cell	114
naive thymus-derived CD4-positive, alpha-beta T cell	platelet	55
naive thymus-derived CD4-positive, alpha-beta T cell	regulatory T cell	133
naive thymus-derived CD4-positive, alpha-beta T cell	type I NK T cell	158
naive thymus-derived CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	59
naive thymus-derived CD8-positive, alpha-beta T cell	CD4-positive, alpha-beta memory T cell	92
naive thymus-derived CD8-positive, alpha-beta T cell	CD8-positive, alpha-beta memory T cell	112
naive thymus-derived CD8-positive, alpha-beta T cell	classical monocyte	115
naive thymus-derived CD8-positive, alpha-beta T cell	endothelial cell	101
naive thymus-derived CD8-positive, alpha-beta T cell	erythrocyte	36
naive thymus-derived CD8-positive, alpha-beta T cell	hematopoietic stem cell	41
naive thymus-derived CD8-positive, alpha-beta T cell	innate lymphoid cell	45
naive thymus-derived CD8-positive, alpha-beta T cell	intermediate monocyte	33
naive thymus-derived CD8-positive, alpha-beta T cell	macrophage	104
naive thymus-derived CD8-positive, alpha-beta T cell	mature NK T cell	95
naive thymus-derived CD8-positive, alpha-beta T cell	memory B cell	109
naive thymus-derived CD8-positive, alpha-beta T cell	naive B cell	39
naive thymus-derived CD8-positive, alpha-beta T cell	naive thymus-derived CD4-positive, alpha-beta T cell	75
naive thymus-derived CD8-positive, alpha-beta T cell	neutrophil	75
naive thymus-derived CD8-positive, alpha-beta T cell	plasma cell	120
naive thymus-derived CD8-positive, alpha-beta T cell	plasmacytoid dendritic cell	69
naive thymus-derived CD8-positive, alpha-beta T cell	platelet	27
naive thymus-derived CD8-positive, alpha-beta T cell	regulatory T cell	68
naive thymus-derived CD8-positive, alpha-beta T cell	type I NK T cell	87
neutrophil	CD1c-positive myeloid dendritic cell	99
neutrophil	CD4-positive, alpha-beta memory T cell	161
neutrophil	CD8-positive, alpha-beta memory T cell	182
neutrophil	classical monocyte	189
neutrophil	endothelial cell	172
neutrophil	erythrocyte	48
neutrophil	hematopoietic stem cell	68
neutrophil	innate lymphoid cell	66
neutrophil	intermediate monocyte	48
neutrophil	macrophage	158
neutrophil	mature NK T cell	157
neutrophil	memory B cell	185
neutrophil	naive B cell	56
neutrophil	naive thymus-derived CD4-positive, alpha-beta T cell	131
neutrophil	naive thymus-derived CD8-positive, alpha-beta T cell	85
neutrophil	plasma cell	204
neutrophil	plasmacytoid dendritic cell	107
neutrophil	platelet	53
neutrophil	regulatory T cell	122
neutrophil	type I NK T cell	144
plasma cell	CD1c-positive myeloid dendritic cell	134
plasma cell	CD4-positive, alpha-beta memory T cell	228
plasma cell	CD8-positive, alpha-beta memory T cell	268
plasma cell	classical monocyte	275
plasma cell	endothelial cell	256
plasma cell	erythrocyte	86
plasma cell	hematopoietic stem cell	102
plasma cell	innate lymphoid cell	99
plasma cell	intermediate monocyte	60
plasma cell	macrophage	231
plasma cell	mature NK T cell	229
plasma cell	memory B cell	274
plasma cell	naive B cell	80
plasma cell	naive thymus-derived CD4-positive, alpha-beta T cell	193
