Gene	I	pval_norm	var_norm	pval_norm_fdr_bh
ENSG00000100219	0.0367385293323452	0.0	8.003328901592062e-08	0.0
ENSG00000134285	0.0367107560416557	0.0	8.003328901592062e-08	0.0
ENSG00000166794	0.0359233784533302	0.0	8.003328901592062e-08	0.0
ENSG00000239264	0.0334737120236109	0.0	8.003328901592062e-08	0.0
ENSG00000128228	0.0321169307647126	0.0	8.003328901592062e-08	0.0
ENSG00000108829	0.0318158558469926	0.0	8.003328901592062e-08	0.0
ENSG00000180879	0.0308322946288357	0.0	8.003328901592062e-08	0.0
ENSG00000170476	0.0307497634897068	0.0	8.003328901592062e-08	0.0
ENSG00000116649	0.0301311498929214	0.0	8.003328901592062e-08	0.0
ENSG00000074842	0.0299095898907564	0.0	8.003328901592062e-08	0.0
ENSG00000166598	0.0296149596586118	0.0	8.003328901592062e-08	0.0
ENSG00000143870	0.0293621394304155	0.0	8.003328901592062e-08	0.0
ENSG00000123131	0.029281117826484	0.0	8.003328901592062e-08	0.0
ENSG00000114850	0.0281166700288965	0.0	8.003328901592062e-08	0.0
ENSG00000118363	0.0276854647323917	0.0	8.003328901592062e-08	0.0
ENSG00000107796	0.0276106290311572	0.0	8.003328901592062e-08	0.0
ENSG00000136240	0.0275467576366008	0.0	8.003328901592062e-08	0.0
ENSG00000132432	0.0273700060339081	0.0	8.003328901592062e-08	0.0
ENSG00000132465	0.027292433015144	0.0	8.003328901592062e-08	0.0
ENSG00000004468	0.026784100303733	0.0	8.003328901592062e-08	0.0
ENSG00000144867	0.0266236384868577	0.0	8.003328901592062e-08	0.0
ENSG00000167641	0.0265839866469132	0.0	8.003328901592062e-08	0.0
ENSG00000184840	0.0263978888757863	0.0	8.003328901592062e-08	0.0
ENSG00000100911	0.0260279011158258	0.0	8.003328901592062e-08	0.0
ENSG00000076706	0.0259737777555115	0.0	8.003328901592062e-08	0.0
ENSG00000011600	0.0259730258835436	0.0	8.003328901592062e-08	0.0
ENSG00000240972	0.0258921458602767	0.0	8.003328901592062e-08	0.0
ENSG00000155660	0.0257609071409564	0.0	8.003328901592062e-08	0.0
ENSG00000135916	0.0257416024910779	0.0	8.003328901592062e-08	0.0
ENSG00000170348	0.0256958688259958	0.0	8.003328901592062e-08	0.0
ENSG00000136026	0.0255084544216302	0.0	8.003328901592062e-08	0.0
ENSG00000044574	0.0254100855747495	0.0	8.003328901592062e-08	0.0
ENSG00000145050	0.0253597166980423	0.0	8.003328901592062e-08	0.0
ENSG00000106803	0.0253559259131167	0.0	8.003328901592062e-08	0.0
ENSG00000087086	0.0252822304894353	0.0	8.003328901592062e-08	0.0
ENSG00000166562	0.0251461696720759	0.0	8.003328901592062e-08	0.0
ENSG00000204472	0.0251219881279775	0.0	8.003328901592062e-08	0.0
ENSG00000057657	0.0248615820974902	0.0	8.003328901592062e-08	0.0
ENSG00000170458	0.0247549890018415	0.0	8.003328901592062e-08	0.0
ENSG00000101294	0.0247033351571973	0.0	8.003328901592062e-08	0.0
ENSG00000099958	0.0245107203309255	0.0	8.003328901592062e-08	0.0
ENSG00000048462	0.0244186603433103	0.0	8.003328901592062e-08	0.0
ENSG00000074695	0.0241905000549836	0.0	8.003328901592062e-08	0.0
ENSG00000142910	0.0241143839331117	0.0	8.003328901592062e-08	0.0
