column	ligand	receptor	value	count	source	target	tissue	region
erythrocyte|plasma cell	TNFSF13B	TNFRSF13B	0.153	3	erythrocyte	plasma cell	lymph_node	HBM622.JXWQ.554_reg1
erythrocyte|regulatory T cell	VEGFA	FLT1	0.298	2	erythrocyte	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
erythrocyte|regulatory T cell	HFE	TFRC	0.175	2	erythrocyte	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
erythrocyte|stromal cell	APLP2	PLXNA4	4.562	5	erythrocyte	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
erythrocyte|stromal cell	LGALS3	MERTK	2.227	5	erythrocyte	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
erythrocyte|stromal cell	VEGFA	NRP1	1.689	5	erythrocyte	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
erythrocyte|stromal cell	FTH1	SCARA5	8.974	5	erythrocyte	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
erythrocyte|stromal cell	FTL	SCARA5	9.724	5	erythrocyte	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|B cell	CCL19	CCR7	0.369	3	hematopoietic stem cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|B cell	SEMA5A	PLXNB3	15.221	3	hematopoietic stem cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|B cell	MPZL1	MPZL1	1.337	3	hematopoietic stem cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD141-positive myeloid dendritic cell	DSC2	DSG2	5.981	6	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD141-positive myeloid dendritic cell	CCL19	CCR7	1.256	6	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD141-positive myeloid dendritic cell	LGALS9	HAVCR2	2.604	6	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD141-positive myeloid dendritic cell	LTB	LTBR	1.616	6	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD141-positive myeloid dendritic cell	VEGFA	NRP2	6.611	6	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD141-positive myeloid dendritic cell	MPZL1	MPZL1	1.699	6	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	DSC2	DSG2	1.047	9	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	CCL19	CCRL2	1.348	9	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	LGALS9	HAVCR2	3.12	9	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	LTB	LTBR	2.546	9	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	VEGFA	NRP1	4.056	9	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	VEGFB	NRP1	0.978	9	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	VEGFA	NRP2	4.532	9	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	MPZL1	MPZL1	1.516	9	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	RNASET2	TLR8	1.306	9	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|T cell	NECTIN2	NECTIN3	2.805	5	hematopoietic stem cell	T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|T cell	CCL19	CCR7	0.501	5	hematopoietic stem cell	T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|T cell	EREG	ERBB4	0.391	5	hematopoietic stem cell	T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|T cell	NRXN2	ADGRL1	22.796	5	hematopoietic stem cell	T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|T cell	SIGLEC15	CD44	9.396	5	hematopoietic stem cell	T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|classical monocyte	CCL19	CCRL2	1.401	6	hematopoietic stem cell	classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|classical monocyte	LGALS9	HAVCR2	2.267	6	hematopoietic stem cell	classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|classical monocyte	LTB	LTBR	1.967	6	hematopoietic stem cell	classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|classical monocyte	VEGFA	NRP1	4.155	6	hematopoietic stem cell	classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|classical monocyte	VEGFB	NRP1	1.078	6	hematopoietic stem cell	classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|classical monocyte	RNASET2	TLR8	2.112	6	hematopoietic stem cell	classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	NECTIN2	NECTIN3	2.82	5	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	DSC2	DSG2	0.213	5	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	CCL19	CCR7	0.575	5	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	NRXN2	ADGRL1	22.848	5	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	SIGLEC15	CD44	9.408	5	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|effector CD8-positive, alpha-beta T cell	NECTIN2	NECTIN3	2.819	3	hematopoietic stem cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|effector CD8-positive, alpha-beta T cell	NRXN2	ADGRL1	22.812	3	hematopoietic stem cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|effector CD8-positive, alpha-beta T cell	SIGLEC15	CD44	9.406	3	hematopoietic stem cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	NECTIN2	NECTIN3	2.889	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	DSC2	DSG2	1.543	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	GJA1	GJA1	13.543	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	GJA1	GJA5	10.506	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	APLP2	PLXNA4	0.998	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	CCL19	ACKR4	2.303	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	EREG	EGFR	0.406	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	EREG	ERBB4	0.53	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	NRXN2	ADGRL1	23.446	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	LTB	LTBR	2.158	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	VEGFA	FLT1	6.94	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	VEGFB	FLT1	3.862	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	VEGFA	NRP1	6.158	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	VEGFB	NRP1	3.081	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	VEGFA	NRP2	6.471	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	SEMA5A	PLXNB3	15.953	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	VEGFA	KDR	8.144	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|endothelial cell	MPZL1	MPZL1	1.697	18	hematopoietic stem cell	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|erythrocyte	CCL19	CCRL2	0.547	2	hematopoietic stem cell	erythrocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|erythrocyte	NRXN2	ADGRL1	22.894	2	hematopoietic stem cell	erythrocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|innate lymphoid cell	NECTIN2	NECTIN3	2.898	3	hematopoietic stem cell	innate lymphoid cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|innate lymphoid cell	NRXN2	ADGRL1	22.899	3	hematopoietic stem cell	innate lymphoid cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|innate lymphoid cell	SIGLEC15	CD44	9.499	3	hematopoietic stem cell	innate lymphoid cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|intermediate monocyte	CCL19	CCRL2	1.63	8	hematopoietic stem cell	intermediate monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|intermediate monocyte	LGALS9	HAVCR2	3.719	8	hematopoietic stem cell	intermediate monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|intermediate monocyte	LTB	LTBR	2.148	8	hematopoietic stem cell	intermediate monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|intermediate monocyte	VEGFA	FLT1	5.635	8	hematopoietic stem cell	intermediate monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|intermediate monocyte	VEGFB	FLT1	2.558	8	hematopoietic stem cell	intermediate monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|intermediate monocyte	VEGFA	NRP1	3.684	8	hematopoietic stem cell	intermediate monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|intermediate monocyte	VEGFB	NRP1	0.607	8	hematopoietic stem cell	intermediate monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|intermediate monocyte	RNASET2	TLR8	1.364	8	hematopoietic stem cell	intermediate monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|macrophage	CCL19	CCRL2	1.869	10	hematopoietic stem cell	macrophage	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|macrophage	LGALS9	HAVCR2	2.969	10	hematopoietic stem cell	macrophage	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|macrophage	LTB	LTBR	1.739	10	hematopoietic stem cell	macrophage	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|macrophage	VEGFA	FLT1	3.658	10	hematopoietic stem cell	macrophage	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|macrophage	VEGFB	FLT1	0.581	10	hematopoietic stem cell	macrophage	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|macrophage	VEGFA	NRP1	4.141	10	hematopoietic stem cell	macrophage	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|macrophage	VEGFB	NRP1	1.064	10	hematopoietic stem cell	macrophage	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|macrophage	VEGFA	NRP2	5.182	10	hematopoietic stem cell	macrophage	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|macrophage	MPZL1	MPZL1	1.401	10	hematopoietic stem cell	macrophage	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|macrophage	RNASET2	TLR8	1.065	10	hematopoietic stem cell	macrophage	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mast cell	SIGLEC15	CD44	9.74	1	hematopoietic stem cell	mast cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature NK T cell	GJA1	GJA1	9.51	6	hematopoietic stem cell	mature NK T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature NK T cell	NRXN2	ADGRL1	22.807	6	hematopoietic stem cell	mature NK T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature NK T cell	LGALS9	HAVCR2	1.912	6	hematopoietic stem cell	mature NK T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature NK T cell	LTB	LTBR	0.999	6	hematopoietic stem cell	mature NK T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature NK T cell	MPZL1	MPZL1	1.312	6	hematopoietic stem cell	mature NK T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature NK T cell	SIGLEC15	CD44	9.44	6	hematopoietic stem cell	mature NK T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature conventional dendritic cell	DSC2	DSG2	5.907	9	hematopoietic stem cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature conventional dendritic cell	CCL19	CCR7	1.438	9	hematopoietic stem cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature conventional dendritic cell	CCL19	CCRL2	0.706	9	hematopoietic stem cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature conventional dendritic cell	NRXN2	ADGRL1	22.953	9	hematopoietic stem cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature conventional dendritic cell	LGALS9	HAVCR2	2.238	9	hematopoietic stem cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature conventional dendritic cell	LTB	LTBR	1.212	9	hematopoietic stem cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature conventional dendritic cell	VEGFA	NRP2	5.682	9	hematopoietic stem cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature conventional dendritic cell	MPZL1	MPZL1	1.714	9	hematopoietic stem cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|mature conventional dendritic cell	RNASET2	TLR8	0.802	9	hematopoietic stem cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|neutrophil	LTB	LTBR	2.438	3	hematopoietic stem cell	neutrophil	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|neutrophil	MPZL1	MPZL1	1.486	3	hematopoietic stem cell	neutrophil	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|neutrophil	RNASET2	TLR8	4.284	3	hematopoietic stem cell	neutrophil	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|non-classical monocyte	CCL19	CCRL2	0.875	4	hematopoietic stem cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|non-classical monocyte	LGALS9	HAVCR2	2.331	4	hematopoietic stem cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|non-classical monocyte	LTB	LTBR	1.121	4	hematopoietic stem cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|non-classical monocyte	MPZL1	MPZL1	1.416	4	hematopoietic stem cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|plasma cell	MPZL1	MPZL1	1.527	1	hematopoietic stem cell	plasma cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|regulatory T cell	CCL19	ACKR4	0.297	6	hematopoietic stem cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|regulatory T cell	CCL19	CCR7	0.465	6	hematopoietic stem cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|regulatory T cell	LGALS9	HAVCR2	1.87	6	hematopoietic stem cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|regulatory T cell	VEGFA	FLT1	3.613	6	hematopoietic stem cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|regulatory T cell	VEGFB	FLT1	0.535	6	hematopoietic stem cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|regulatory T cell	SIGLEC15	CD44	9.426	6	hematopoietic stem cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|stromal cell	NECTIN2	NECTIN3	3.006	9	hematopoietic stem cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|stromal cell	GJA1	GJA1	10.554	9	hematopoietic stem cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|stromal cell	APLP2	PLXNA4	5.304	9	hematopoietic stem cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|stromal cell	EREG	EGFR	8.42	9	hematopoietic stem cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|stromal cell	NRXN2	ADGRL1	23.063	9	hematopoietic stem cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|stromal cell	LTB	LTBR	2.348	9	hematopoietic stem cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|stromal cell	VEGFA	NRP1	5.004	9	hematopoietic stem cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|stromal cell	VEGFB	NRP1	1.927	9	hematopoietic stem cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|stromal cell	MPZL1	MPZL1	2.308	9	hematopoietic stem cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|type I NK T cell	NECTIN2	NECTIN3	2.876	5	hematopoietic stem cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|type I NK T cell	DSC2	DSG2	0.24	5	hematopoietic stem cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|type I NK T cell	NRXN2	ADGRL1	22.838	5	hematopoietic stem cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|type I NK T cell	LTB	LTBR	0.474	5	hematopoietic stem cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
hematopoietic stem cell|type I NK T cell	SIGLEC15	CD44	9.398	5	hematopoietic stem cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	JAM3	JAM3	0.146	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	NECTIN1	CADM3	0.113	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	APP	CD74	0.809	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	APP	TNFRSF21	0.183	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	PI16	TNFRSF21	0.101	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	EFNB2	EPHB1	0.101	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	EFNB2	EPHB6	0.089	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	JAG1	NOTCH2	0.224	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	JAG2	NOTCH2	0.215	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	JAG1	NOTCH4	0.077	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	JAG2	NOTCH4	0.068	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	RSPO3	LGR4	0.128	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	TNFSF13B	TNFRSF13B	0.482	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	TNFSF13B	TNFRSF13C	0.536	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|B cell	FLT3LG	FLT3	0.136	15	innate lymphoid cell	B cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	CD44	SELE	1.735	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	DSC2	DSG2	5.8	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	APP	CD74	0.776	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	APP	TNFRSF21	0.74	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	PI16	TNFRSF21	0.659	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	EFNA3	EPHA2	1.955	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	EFNA4	EPHA2	1.932	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	EFNA3	EPHA3	0.516	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	EFNA4	EPHA3	0.492	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	EFNB2	EPHB3	0.152	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	NECTIN3	PVR	0.298	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	PDGFB	PDGFRA	0.071	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	TNFSF11	TNFRSF11A	3.232	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	WNT2B	SFRP4	0.805	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	WNT7A	SFRP4	0.743	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	CD44	TYROBP	1.281	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	FLT3LG	FLT3	3.912	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	KITLG	KIT	2.513	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD141-positive myeloid dendritic cell	LAIR1	LILRB4	0.207	19	innate lymphoid cell	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD1c-positive myeloid dendritic cell	DSC2	DSG2	0.865	20	innate lymphoid cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD1c-positive myeloid dendritic cell	THBS1	CD36	0.768	20	innate lymphoid cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD1c-positive myeloid dendritic cell	APP	CD74	0.415	20	innate lymphoid cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD1c-positive myeloid dendritic cell	APP	TNFRSF21	1.155	20	innate lymphoid cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD1c-positive myeloid dendritic cell	PI16	TNFRSF21	1.073	20	innate lymphoid cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD1c-positive myeloid dendritic cell	EFNB2	EPHB2	1.764	20	innate lymphoid cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
innate lymphoid cell|CD1c-positive myeloid dendritic cell	EFNB2	EPHB3	1.488	20	innate lymphoid cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
