Gene	I	pval_norm	var_norm	pval_norm_fdr_bh
ENSG00000170476	0.3321040340968556	0.0	1.4933963112036847e-08	0.0
ENSG00000099958	0.3003587998556979	0.0	1.4933963112036847e-08	0.0
ENSG00000132465	0.2565516223856064	0.0	1.4933963112036847e-08	0.0
ENSG00000211896	0.2309573651030598	0.0	1.4933963112036847e-08	0.0
ENSG00000143297	0.2291809548565019	0.0	1.4933963112036847e-08	0.0
ENSG00000115884	0.2235336424392558	0.0	1.4933963112036847e-08	0.0
ENSG00000211893	0.2215316192455185	0.0	1.4933963112036847e-08	0.0
ENSG00000004468	0.2101609747609424	0.0	1.4933963112036847e-08	0.0
ENSG00000239264	0.2098375923939513	0.0	1.4933963112036847e-08	0.0
ENSG00000254709	0.2057575270596142	0.0	1.4933963112036847e-08	0.0
ENSG00000259772	0.2051557712484215	0.0	1.4933963112036847e-08	0.0
ENSG00000211897	0.2010663441451591	0.0	1.4933963112036847e-08	0.0
ENSG00000110777	0.1986099766584537	0.0	1.4933963112036847e-08	0.0
ENSG00000026751	0.1976395914808111	0.0	1.4933963112036847e-08	0.0
ENSG00000135916	0.1909213554623825	0.0	1.4933963112036847e-08	0.0
ENSG00000048462	0.1901440776351233	0.0	1.4933963112036847e-08	0.0
ENSG00000134285	0.1883058784047158	0.0	1.4933963112036847e-08	0.0
ENSG00000124256	0.1855717096429833	0.0	1.4933963112036847e-08	0.0
ENSG00000100219	0.1824764903802663	0.0	1.4933963112036847e-08	0.0
ENSG00000061656	0.1794476133153987	0.0	1.4933963112036847e-08	0.0
ENSG00000088340	0.1708307967604751	0.0	1.4933963112036847e-08	0.0
ENSG00000166562	0.1677699197189073	0.0	1.4933963112036847e-08	0.0
ENSG00000211648	0.1650152884275053	0.0	1.4933963112036847e-08	0.0
ENSG00000211677	0.154574090201856	0.0	1.4933963112036847e-08	0.0
ENSG00000102096	0.1451652237468048	0.0	1.4933963112036847e-08	0.0
ENSG00000110799	0.144969487252862	0.0	1.4933963112036847e-08	0.0
ENSG00000156508	0.1446000758106148	0.0	1.4933963112036847e-08	0.0
ENSG00000106415	0.1403123172535867	0.0	1.4933963112036847e-08	0.0
ENSG00000211892	0.1402879069473246	0.0	1.4933963112036847e-08	0.0
ENSG00000125869	0.1374408223518583	0.0	1.4933963112036847e-08	0.0
ENSG00000026025	0.1362805022883625	0.0	1.4933963112036847e-08	0.0
ENSG00000172889	0.1356009444065196	0.0	1.4933963112036847e-08	0.0
ENSG00000128228	0.134498029224201	0.0	1.4933963112036847e-08	0.0
ENSG00000180535	0.1335066583524723	0.0	1.4933963112036847e-08	0.0
ENSG00000051523	0.1322563261914202	0.0	1.4933963112036847e-08	0.0
ENSG00000185201	0.1308484047181554	0.0	1.4933963112036847e-08	0.0
ENSG00000211592	0.1308001896113958	0.0	1.4933963112036847e-08	0.0
ENSG00000261371	0.1301890418351184	0.0	1.4933963112036847e-08	0.0
ENSG00000133112	0.1294627940262485	0.0	1.4933963112036847e-08	0.0
ENSG00000109475	0.1291566918901723	0.0	1.4933963112036847e-08	0.0
ENSG00000142089	0.1272166114410818	0.0	1.4933963112036847e-08	0.0
ENSG00000211895	0.126420917676368	0.0	1.4933963112036847e-08	0.0
ENSG00000172183	0.1256847208102384	0.0	1.4933963112036847e-08	0.0
ENSG00000183508	0.1256476395126782	0.0	1.4933963112036847e-08	0.0
ENSG00000116016	0.1252555025782746	0.0	1.4933963112036847e-08	0.0
ENSG00000101608	0.1250150468228485	0.0	1.4933963112036847e-08	0.0
ENSG00000169908	0.123212165838417	0.0	1.4933963112036847e-08	0.0
ENSG00000167996	0.1231944738076519	0.0	1.4933963112036847e-08	0.0
ENSG00000136156	0.1227620661123972	0.0	1.4933963112036847e-08	0.0
ENSG00000182809	0.1227600254258897	0.0	1.4933963112036847e-08	0.0
ENSG00000180879	0.1226563845876767	0.0	1.4933963112036847e-08	0.0
ENSG00000230006	0.1188566159640659	0.0	1.4933963112036847e-08	0.0
ENSG00000034510	0.1187282052503727	0.0	1.4933963112036847e-08	0.0
ENSG00000178726	0.1179215214508861	0.0	1.4933963112036847e-08	0.0
ENSG00000203883	0.1171197833564483	0.0	1.4933963112036847e-08	0.0
ENSG00000145088	0.115923319504303	0.0	1.4933963112036847e-08	0.0
ENSG00000123131	0.1158593803311898	0.0	1.4933963112036847e-08	0.0
ENSG00000057657	0.1156572829412529	0.0	1.4933963112036847e-08	0.0
ENSG00000173812	0.1156293085806186	0.0	1.4933963112036847e-08	0.0
ENSG00000144713	0.1154302473971683	0.0	1.4933963112036847e-08	0.0
ENSG00000257221	0.1148172084006257	0.0	1.4933963112036847e-08	0.0
ENSG00000065054	0.1141322238300972	0.0	1.4933963112036847e-08	0.0
ENSG00000091490	0.1120080895326868	0.0	1.4933963112036847e-08	0.0
ENSG00000184113	0.1107253153179282	0.0	1.4933963112036847e-08	0.0
ENSG00000197958	0.110610203992595	0.0	1.4933963112036847e-08	0.0
ENSG00000167526	0.1095232933191714	0.0	1.4933963112036847e-08	0.0
ENSG00000211962	0.109490822156901	0.0	1.4933963112036847e-08	0.0
ENSG00000153094	0.1093666447819088	0.0	1.4933963112036847e-08	0.0
ENSG00000205542	0.1089024305077186	0.0	1.4933963112036847e-08	0.0
ENSG00000165949	0.1087202122743467	0.0	1.4933963112036847e-08	0.0
ENSG00000249096	0.1082502688805999	0.0	1.4933963112036847e-08	0.0
ENSG00000142192	0.1082300345493091	0.0	1.4933963112036847e-08	0.0
ENSG00000168497	0.10822294800127	0.0	1.4933963112036847e-08	0.0
ENSG00000197747	0.1074783699886205	0.0	1.4933963112036847e-08	0.0
ENSG00000074842	0.1074233928633063	0.0	1.4933963112036847e-08	0.0
ENSG00000177954	0.1073187698076959	0.0	1.4933963112036847e-08	0.0
ENSG00000178607	0.1071144745342597	0.0	1.4933963112036847e-08	0.0
ENSG00000107281	0.1070143007013462	0.0	1.4933963112036847e-08	0.0
ENSG00000204592	0.1066428575587792	0.0	1.4933963112036847e-08	0.0
ENSG00000153066	0.1059280051881094	0.0	1.4933963112036847e-08	0.0
ENSG00000112306	0.1054841150602456	0.0	1.4933963112036847e-08	0.0
ENSG00000152256	0.1049878515852453	0.0	1.4933963112036847e-08	0.0
ENSG00000171223	0.1041906169417535	0.0	1.4933963112036847e-08	0.0
ENSG00000156482	0.1041486679811552	0.0	1.4933963112036847e-08	0.0
ENSG00000185885	0.1040945410173009	0.0	1.4933963112036847e-08	0.0
ENSG00000137265	0.1034580526965956	0.0	1.4933963112036847e-08	0.0
ENSG00000118181	0.1034225347571486	0.0	1.4933963112036847e-08	0.0
ENSG00000211972	0.1032226411334847	0.0	1.4933963112036847e-08	0.0
ENSG00000105974	0.1029971955124201	0.0	1.4933963112036847e-08	0.0
ENSG00000150967	0.1028718137004175	0.0	1.4933963112036847e-08	0.0
ENSG00000163513	0.1024720741770765	0.0	1.4933963112036847e-08	0.0
