column	ligand	receptor	value	count	source	target	tissue	region
endothelial cell|type I NK T cell	CCL2	CCR2	0.893	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	CCL14	CCR1	5.781	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	CCL16	CCR1	3.002	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	CCL23	CCR1	3.228	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	CCL16	HRH4	3.038	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	LGALS9	P4HB	0.191	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	GAS6	TYRO3	1.368	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	LRFN4	PTPRD	0.374	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	DLL1	NOTCH4	0.243	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	DLL4	NOTCH4	4.569	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	JAG1	NOTCH4	1.654	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	DKK1	LRP5	0.038	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	SEMA3E	PLXND1	0.148	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	SLIT2	ROBO1	0.032	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	TAX1BP3	ADGRB2	0.681	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	WNT5A	ROR2	0.044	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
endothelial cell|type I NK T cell	KITLG	KIT	1.03	26	endothelial cell	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|B cell	APLP2	PIGR	0.192	7	erythrocyte	B cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|B cell	SEMA7A	PLXNC1	0.348	7	erythrocyte	B cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|B cell	TNFSF13	TNFRSF13B	0.727	7	erythrocyte	B cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|B cell	TNFSF13B	TNFRSF13B	0.72	7	erythrocyte	B cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|B cell	TNFSF13B	TNFRSF13C	0.717	7	erythrocyte	B cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|B cell	BAG6	NCR3	0.39	7	erythrocyte	B cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|B cell	CD274	CD80	0.402	7	erythrocyte	B cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD141-positive myeloid dendritic cell	LRPAP1	SORT1	0.703	6	erythrocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD141-positive myeloid dendritic cell	LGALS3	MERTK	2.648	6	erythrocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD141-positive myeloid dendritic cell	VEGFA	FLT1	0.319	6	erythrocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD141-positive myeloid dendritic cell	VEGFA	NRP2	3.259	6	erythrocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD141-positive myeloid dendritic cell	SEMA7A	PLXNC1	0.615	6	erythrocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD141-positive myeloid dendritic cell	CD274	CD80	1.028	6	erythrocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD1c-positive myeloid dendritic cell	HEBP1	FPR3	0.633	8	erythrocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD1c-positive myeloid dendritic cell	LRPAP1	SORT1	1.255	8	erythrocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD1c-positive myeloid dendritic cell	LGALS3	MERTK	1.281	8	erythrocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD1c-positive myeloid dendritic cell	VEGFA	NRP1	0.505	8	erythrocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD1c-positive myeloid dendritic cell	VEGFA	NRP2	0.603	8	erythrocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD1c-positive myeloid dendritic cell	SEMA7A	PLXNC1	0.523	8	erythrocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD1c-positive myeloid dendritic cell	HFE	TFRC	0.946	8	erythrocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|CD1c-positive myeloid dendritic cell	CD274	CD80	1.314	8	erythrocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|T cell	CD274	CD80	0.329	2	erythrocyte	T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|T cell	FTL	SCARA5	0.589	2	erythrocyte	T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|classical monocyte	HEBP1	FPR3	0.191	7	erythrocyte	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|classical monocyte	LRPAP1	SORT1	1.237	7	erythrocyte	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|classical monocyte	LGALS3	MERTK	0.564	7	erythrocyte	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|classical monocyte	VEGFA	FLT1	0.389	7	erythrocyte	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|classical monocyte	VEGFA	NRP1	0.334	7	erythrocyte	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|classical monocyte	SEMA7A	PLXNC1	0.948	7	erythrocyte	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|classical monocyte	HFE	TFRC	0.679	7	erythrocyte	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|effector CD4-positive, alpha-beta T cell	VEGFA	FLT1	0.313	2	erythrocyte	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|effector CD4-positive, alpha-beta T cell	CD274	CD80	0.313	2	erythrocyte	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|effector CD8-positive, alpha-beta T cell	HFE	TFRC	0.434	2	erythrocyte	effector CD8-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|effector CD8-positive, alpha-beta T cell	BAG6	NCR3	0.249	2	erythrocyte	effector CD8-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|endothelial cell	APLP2	PLXNA4	0.381	7	erythrocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|endothelial cell	LRPAP1	SORT1	1.288	7	erythrocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|endothelial cell	LGALS3	MERTK	0.36	7	erythrocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|endothelial cell	VEGFA	FLT1	3.434	7	erythrocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|endothelial cell	VEGFA	NRP1	2.669	7	erythrocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|endothelial cell	VEGFA	NRP2	2.948	7	erythrocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|endothelial cell	VEGFA	KDR	5.251	7	erythrocyte	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|hematopoietic stem cell	APLP2	PIGR	4.677	3	erythrocyte	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|hematopoietic stem cell	SEMA7A	PLXNC1	1.335	3	erythrocyte	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|hematopoietic stem cell	TNFSF13B	TNFRSF13C	0.659	3	erythrocyte	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|innate lymphoid cell	APLP2	PLXNA4	0.136	4	erythrocyte	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|innate lymphoid cell	LRPAP1	SORT1	0.798	4	erythrocyte	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|innate lymphoid cell	SEMA7A	PLXNC1	0.286	4	erythrocyte	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|innate lymphoid cell	VEGFA	KDR	0.323	4	erythrocyte	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|intermediate monocyte	HEBP1	FPR3	0.835	7	erythrocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|intermediate monocyte	LRPAP1	SORT1	2.375	7	erythrocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|intermediate monocyte	LGALS3	MERTK	1.263	7	erythrocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|intermediate monocyte	VEGFA	FLT1	1.266	7	erythrocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|intermediate monocyte	VEGFA	NRP1	0.91	7	erythrocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|intermediate monocyte	VEGFA	NRP2	0.578	7	erythrocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|intermediate monocyte	SEMA7A	PLXNC1	1.126	7	erythrocyte	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|macrophage	APLP2	PIGR	0.172	10	erythrocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|macrophage	HEBP1	FPR3	1.876	10	erythrocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|macrophage	LRPAP1	SORT1	2.285	10	erythrocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|macrophage	LGALS3	MERTK	1.667	10	erythrocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|macrophage	VEGFA	FLT1	0.384	10	erythrocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|macrophage	VEGFA	NRP1	0.938	10	erythrocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|macrophage	VEGFA	NRP2	1.929	10	erythrocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|macrophage	SEMA7A	PLXNC1	0.491	10	erythrocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|macrophage	HFE	TFRC	1.05	10	erythrocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|macrophage	CD274	CD80	0.725	10	erythrocyte	macrophage	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mast cell	LRPAP1	SORT1	3.515	3	erythrocyte	mast cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mast cell	SEMA7A	PLXNC1	0.47	3	erythrocyte	mast cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mast cell	HFE	TFRC	1.468	3	erythrocyte	mast cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mature NK T cell	LRPAP1	SORT1	0.641	2	erythrocyte	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mature NK T cell	BAG6	NCR3	0.684	2	erythrocyte	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mature conventional dendritic cell	LRPAP1	SORT1	1.255	8	erythrocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mature conventional dendritic cell	LGALS3	MERTK	2.103	8	erythrocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mature conventional dendritic cell	VEGFA	NRP2	2.578	8	erythrocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mature conventional dendritic cell	SEMA7A	PLXNC1	0.898	8	erythrocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mature conventional dendritic cell	HFE	TFRC	0.487	8	erythrocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mature conventional dendritic cell	TNFSF13B	TNFRSF13C	0.294	8	erythrocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mature conventional dendritic cell	BAG6	NCR3	0.465	8	erythrocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|mature conventional dendritic cell	CD274	CD80	1.08	8	erythrocyte	mature conventional dendritic cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|neutrophil	LRPAP1	SORT1	1.574	2	erythrocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|neutrophil	SEMA7A	PLXNC1	1.269	2	erythrocyte	neutrophil	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|non-classical monocyte	HEBP1	FPR3	1.32	3	erythrocyte	non-classical monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|non-classical monocyte	LGALS3	MERTK	0.67	3	erythrocyte	non-classical monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|non-classical monocyte	HFE	TFRC	0.454	3	erythrocyte	non-classical monocyte	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|plasma cell	SEMA7A	PLXNC1	0.383	6	erythrocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|plasma cell	HFE	TFRC	0.523	6	erythrocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|plasma cell	TNFSF13	TNFRSF13B	0.363	6	erythrocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|plasma cell	TNFSF13B	TNFRSF13B	0.355	6	erythrocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|plasma cell	TNFSF13	TNFRSF17	1.673	6	erythrocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|plasma cell	TNFSF13B	TNFRSF17	1.666	6	erythrocyte	plasma cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|regulatory T cell	VEGFA	FLT1	0.359	3	erythrocyte	regulatory T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|regulatory T cell	HFE	TFRC	0.578	3	erythrocyte	regulatory T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|regulatory T cell	BAG6	NCR3	0.262	3	erythrocyte	regulatory T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|stromal cell	APLP2	PLXNA4	4.82	4	erythrocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|stromal cell	LGALS3	MERTK	0.444	4	erythrocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|stromal cell	VEGFA	NRP1	1.82	4	erythrocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|stromal cell	FTL	SCARA5	8.235	4	erythrocyte	stromal cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|type I NK T cell	APLP2	PLXNA4	0.138	2	erythrocyte	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
erythrocyte|type I NK T cell	SEMA7A	PLXNC1	0.299	2	erythrocyte	type I NK T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|B cell	APLP2	PIGR	0.637	6	hematopoietic stem cell	B cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|B cell	EFNB3	EPHB1	11.996	6	hematopoietic stem cell	B cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|B cell	FGF2	FGFR4	2.253	6	hematopoietic stem cell	B cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|B cell	TNFSF13	TNFRSF13B	0.703	6	hematopoietic stem cell	B cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|B cell	BST2	LILRA4	0.544	6	hematopoietic stem cell	B cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|B cell	MPZL1	MPZL1	1.001	6	hematopoietic stem cell	B cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	DSC2	DSG2	5.316	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	ENTPD1	ADORA2A	2.13	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	ENTPD1	ADORA2B	1.133	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	LRPAP1	SORT1	0.235	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	EFNB3	EPHB3	12.0	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	GAS6	MERTK	2.503	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	LGALS9	HAVCR2	2.626	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	LGALS9	P4HB	1.956	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	GHRL	GPR39	5.878	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	VEGFA	FLT1	2.512	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	VEGFB	FLT1	0.414	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	VEGFA	NRP2	5.452	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	SEMA4A	PLXND1	2.424	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	WNT5B	SFRP4	7.798	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD141-positive myeloid dendritic cell	MPZL1	MPZL1	1.246	15	hematopoietic stem cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	DSC2	DSG2	2.039	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	ENTPD1	ADORA2B	2.814	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	ENTPD1	ADORA3	2.452	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	LRPAP1	SORT1	0.788	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	CCL19	CCRL2	2.378	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	EFNB3	EPHB2	12.515	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	EFNB3	EPHB3	14.201	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	GAS6	MERTK	1.135	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	LGALS9	HAVCR2	2.49	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	LGALS9	P4HB	1.664	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	GAS6	AXL	1.988	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	CD1D	LILRB2	2.082	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	NRXN2	DAG1	15.994	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	VEGFA	NRP1	2.698	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	VEGFB	NRP1	0.6	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	VEGFA	NRP2	2.796	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	SEMA4A	PLXND1	2.788	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	MPZL1	MPZL1	0.953	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|CD1c-positive myeloid dendritic cell	RNASET2	TLR8	1.261	19	hematopoietic stem cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|T cell	AGRN	PTPRS	0.277	5	hematopoietic stem cell	T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|T cell	CCL19	ACKR4	1.281	5	hematopoietic stem cell	T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|T cell	EREG	ERBB4	1.157	5	hematopoietic stem cell	T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|T cell	FGF2	FGFR1	2.349	5	hematopoietic stem cell	T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|T cell	BST2	LILRA4	0.268	5	hematopoietic stem cell	T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	LRPAP1	SORT1	0.769	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	CCL19	CCRL2	2.841	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	GAS6	MERTK	0.419	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	LGALS9	HAVCR2	2.161	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	LGALS9	P4HB	1.689	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	CD1D	LILRB2	1.72	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	NRXN2	DAG1	16.266	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	VEGFA	FLT1	2.582	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	VEGFB	FLT1	0.484	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	VEGFA	NRP1	2.527	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	VEGFB	NRP1	0.429	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	SEMA4A	PLXND1	2.727	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|classical monocyte	RNASET2	TLR8	2.333	13	hematopoietic stem cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	DSC2	DSG2	1.001	11	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	ENTPD1	ADORA2A	1.105	11	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	POMC	MC1R	1.235	11	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	EFNB3	EPHB1	11.938	11	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	EFNB3	EPHB4	11.932	11	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	FGF2	FGFR2	2.252	11	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
hematopoietic stem cell|effector CD4-positive, alpha-beta T cell	FGF2	FGFR1	2.329	11	hematopoietic stem cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
