column	ligand	receptor	value	count	source	target	tissue	region
B cell|CD4-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.771	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	GJC1	GJC1	1.518	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	NECTIN2	TIGIT	0.606	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	APP	CD74	0.321	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	APP	SORL1	0.357	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	APLP2	PIGR	0.2	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	LRPAP1	SORT1	0.326	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	RARRES2	CCRL2	0.34	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA5	EPHA4	0.98	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	EFNB2	EPHA4	0.466	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	GAS6	TYRO3	0.509	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	VSIR	0.792	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	CD55	ADGRE5	1.556	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	PODXL2	SELL	1.249	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	TGFB1	TGFBR3	0.361	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	FGFR4	TGFBR3	1.423	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF9	TNFRSF9	0.708	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	CD58	CD2	1.85	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	CD70	CD27	1.62	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	CD86	CD28	1.417	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	KITLG	KIT	0.682	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD4-positive, alpha-beta T cell	PPIA	BSG	1.505	22	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.769	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN2	TIGIT	1.236	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	APP	CD74	0.384	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	APP	SORL1	0.294	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	RARRES2	CCRL2	0.421	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA5	EPHA4	0.953	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	EFNB2	EPHA4	0.439	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	EFNB2	EPHB3	0.439	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	EFNB2	EPHB6	0.42	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	KLRC1	1.172	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	KLRC2	2.225	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	VSIR	0.883	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	CD55	ADGRE5	1.634	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	TGFB1	TGFBR3	0.323	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	FGFR4	TGFBR3	1.386	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	TNFSF9	TNFRSF9	2.028	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	CD44	TYROBP	1.183	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	CD58	CD2	1.636	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	CD70	CD27	1.73	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	CD86	CD28	1.208	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	CD96	NECTIN1	0.576	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|CD8-positive, alpha-beta T cell	PPIA	BSG	1.507	22	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	NECTIN2	NECTIN3	1.176	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	PODXL2	SELE	1.219	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	CD44	SELE	1.141	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	COL4A4	ADGRG6	0.933	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	GJC1	GJA1	1.284	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	ENTPD1	ADORA2B	0.82	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	APP	CD74	0.229	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	APP	PLXNA4	0.225	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	APLP2	PLXNA4	0.189	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	APP	SORL1	0.419	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	APP	TNFRSF21	0.504	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	APLP2	PIGR	2.951	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	LRPAP1	SORT1	0.543	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	RARRES2	CCRL2	0.57	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNA5	EPHA1	1.028	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNA5	EPHA2	1.655	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNA5	EPHA3	0.885	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNA5	EPHA4	0.982	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNB2	EPHA4	0.469	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNA5	EPHA7	0.89	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNA5	EPHB2	1.713	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNB2	EPHB2	1.2	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNB2	EPHB3	0.496	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNB2	EPHB4	0.488	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	EFNB2	EPHB6	0.371	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	AREG	EGFR	0.626	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	FGF9	FGFR3	1.68	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	LGALS3	MERTK	0.411	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	GAS6	MERTK	0.311	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	GAS6	TYRO3	0.3	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	HLA-E	KLRC1	0.718	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	HLA-E	VSIR	0.814	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	LEFTY1	TDGF1	1.699	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	CD55	ADGRE5	0.882	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	VEGFB	FLT1	0.366	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	VEGFB	NRP1	0.369	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	PODXL2	SELL	1.218	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	PODXL2	SELP	1.218	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	CD24	SELP	0.473	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	PSAP	GPR37	0.288	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	PSAP	GPR37L1	0.29	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	SDC1	ADGRA2	0.358	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	TGFB1	TGFBR3	0.279	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	FGFR4	TGFBR3	1.342	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	TNFSF9	TNFRSF9	0.547	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	CD86	CD28	0.908	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	CD96	NECTIN1	0.561	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	FTH1	SCARA5	1.169	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	FTL	SCARA5	1.135	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	KITLG	KIT	0.536	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	PPIA	BSG	2.093	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	PTPRC	CD22	0.505	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|enterocyte of epithelium of large intestine	PTPRC	MRC1	0.5	53	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	NECTIN2	NECTIN3	0.548	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	COL4A4	ADGRG6	0.866	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	GJC1	GJA1	1.525	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	GJC1	GJC1	1.36	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	ENTPD1	ADORA1	0.476	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	ENTPD1	ADORA2B	0.479	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	APP	CD74	0.277	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	APP	PLXNA4	0.391	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	APLP2	PLXNA4	0.356	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	APP	SORL1	0.224	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	APP	TNFRSF21	0.601	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	LRPAP1	SORT1	0.281	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	RARRES2	CCRL2	0.322	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	EFNA5	EPHA2	0.947	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	EFNA5	EPHA3	0.992	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	EFNA5	EPHA4	0.914	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	EFNB2	EPHA4	0.401	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	EFNA5	EPHA7	0.925	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	EFNA5	EPHB2	1.001	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	EFNB2	EPHB2	0.488	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	EFNB2	EPHB3	0.48	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	EFNB2	EPHB4	0.401	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	EFNB2	EPHB6	0.706	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	AREG	EGFR	0.958	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	FGF9	FGFR3	1.451	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	LGALS3	MERTK	0.449	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	GAS6	MERTK	0.349	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	GAS6	AXL	1.001	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	GAS6	TYRO3	0.34	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	HLA-E	VSIR	0.926	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	CD55	ADGRE5	0.667	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	VEGFB	FLT1	0.367	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	VEGFB	NRP1	0.553	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	PSAP	GPR37	0.3	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	PSAP	GPR37L1	0.267	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	RARRES2	CMKLR1	0.346	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	SDC1	ADGRA2	0.706	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	TGFB1	TGFBR3	1.322	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	FGFR4	TGFBR3	2.385	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	CD44	TYROBP	1.146	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	CD96	NECTIN1	0.414	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	FTH1	SCARA5	2.51	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	FTL	SCARA5	2.475	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	KITLG	KIT	0.568	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	PPIA	BSG	1.775	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|fibroblast	PTPRC	CD22	0.511	46	B cell	fibroblast	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	NECTIN2	NECTIN3	0.54	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	PODXL2	SELE	1.414	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	CD44	SELE	1.337	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	COL4A4	ADGRG6	2.059	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	GJC1	GJA1	1.77	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	APP	CD74	0.549	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	LRPAP1	SORT1	0.313	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	RARRES2	CCRL2	0.512	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	EFNA5	EPHA2	1.495	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	EFNA5	EPHA4	0.944	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	EFNB2	EPHA4	0.431	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	EFNB2	EPHB4	1.823	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	LGALS3	MERTK	0.721	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	GAS6	MERTK	0.621	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	GAS6	AXL	0.347	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	HLA-E	VSIR	0.913	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	VEGFB	FLT1	0.708	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	VEGFB	NRP1	0.876	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	PODXL2	SELP	1.89	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	CD24	SELP	1.145	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	SDC1	ADGRA2	1.281	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	TGFB1	TGFBR3	0.884	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	FGFR4	TGFBR3	1.946	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	PPIA	BSG	1.516	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|gut endothelial cell	PTPRC	MRC1	0.727	25	B cell	gut endothelial cell	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	NECTIN2	NECTIN3	0.938	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	PODXL2	SELE	1.233	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	CD44	SELE	1.155	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	COL4A4	ADGRG6	0.927	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	ENTPD1	ADORA2B	0.774	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	APP	CD74	0.359	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	APP	SORL1	0.376	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	APP	TNFRSF21	0.403	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	APLP2	PIGR	3.356	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	LRPAP1	SORT1	0.513	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	RARRES2	CCRL2	0.472	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	EFNA5	EPHA1	0.914	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	EFNA5	EPHA2	1.288	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	EFNA5	EPHA4	1.147	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	EFNB2	EPHA4	0.633	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	EFNA5	EPHB2	1.76	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	EFNB2	EPHB2	1.247	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	EFNB2	EPHB3	1.201	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	EFNB2	EPHB4	0.54	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	AREG	EGFR	0.456	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	FGF9	FGFR3	1.504	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	LGALS3	MERTK	0.433	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
B cell|intestinal crypt stem cell of large intestine	GAS6	MERTK	0.332	34	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM972.WNBG.933_reg001
