column	ligand	receptor	value	count	source	target	tissue	region
enterocyte of epithelium of large intestine|monocyte	EFNB1	EPHB6	0.534	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	EFNB2	EPHB6	0.881	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	EFNB3	EPHB6	0.101	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	AREG	EGFR	0.607	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	BTC	EGFR	0.19	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	EGF	EGFR	0.025	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	EREG	EGFR	0.249	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	HBEGF	EGFR	0.719	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TGFA	EGFR	0.349	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	BTC	ERBB3	1.901	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NRG1	ERBB3	1.716	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NRG2	ERBB3	1.715	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	BTC	ERBB4	0.21	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	EREG	ERBB4	0.269	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	HBEGF	ERBB4	0.739	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NRG1	ERBB4	0.025	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NRG2	ERBB4	0.024	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NRG4	ERBB4	0.145	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	HBEGF	ERBB2	1.157	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FGF2	FGFR1	0.337	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FGF5	FGFR1	0.347	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NCAM1	FGFR1	0.337	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FGF17	FGFR3	0.011	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FGF2	FGFR3	0.008	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FGF9	FGFR3	0.038	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FGL1	LAG3	0.077	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NCAM1	AGRN	0.082	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FLRT2	ADGRL1	0.012	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NRXN1	ADGRL1	0.012	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NRXN2	ADGRL1	0.02	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NRXN3	ADGRL1	0.028	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM1	ADGRL1	0.013	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM2	ADGRL1	0.014	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM3	ADGRL1	0.012	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM4	ADGRL1	0.012	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FLRT2	ADGRL3	1.616	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FLRT3	ADGRL3	1.619	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM1	ADGRL3	1.617	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM2	ADGRL3	1.618	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM3	ADGRL3	1.616	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM4	ADGRL3	1.616	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FLRT3	ADGRL2	0.193	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM1	ADGRL2	0.191	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM2	ADGRL2	0.192	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM3	ADGRL2	0.19	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TENM4	ADGRL2	0.19	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	LGALS3	MERTK	1.573	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	GAS6	MERTK	0.629	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	LGALS9	P4HB	1.041	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	GAS6	AXL	1.171	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	GAS6	TYRO3	0.752	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	HLA-E	VSIR	0.444	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	HLA-F	VSIR	0.381	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	IGF1	IGF1R	0.319	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	IGFBP3	TMEM219	0.135	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	IL1RAP	PTPRF	0.591	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	LRRC4C	PTPRF	0.577	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	LRFN4	PTPRF	1.012	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TNFSF14	LTBR	0.329	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	LPAR1	ADGRE5	0.075	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	LPAR2	ADGRE5	0.119	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	LPAR3	ADGRE5	0.053	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	CD55	ADGRE5	0.369	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	MDK	ALK	0.104	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	MDK	PTPRZ1	1.539	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NECTIN3	PVR	0.921	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NRXN1	DAG1	1.006	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	NRXN2	DAG1	1.014	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	DLL1	NOTCH1	0.321	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	DLL4	NOTCH1	0.503	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	JAG1	NOTCH1	0.702	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	JAG2	NOTCH1	0.334	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	DLL1	NOTCH2	0.157	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	DLL4	NOTCH2	0.339	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	JAG1	NOTCH2	0.538	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	JAG2	NOTCH2	0.17	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	DLL1	NOTCH4	0.098	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	DLL4	NOTCH4	0.28	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	JAG1	NOTCH4	0.48	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	JAG2	NOTCH4	0.111	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	JAG1	CD46	0.852	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	JAG1	VASN	0.56	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	JAG2	VASN	0.192	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SCT	VIPR1	0.014	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	PGF	NRP1	0.157	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA3A	NRP1	0.151	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	VEGFA	NRP1	0.53	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	VEGFB	NRP1	0.363	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	PGF	NRP2	0.649	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA3C	NRP2	0.92	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA3F	NRP2	0.661	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	VEGFA	NRP2	1.023	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	PLAU	PLAUR	0.266	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	PDGFB	PDGFRB	0.136	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	PDGFD	PDGFRB	0.137	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	PODXL	SELL	0.009	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	PODXL2	SELL	0.454	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SELPLG	SELL	0.006	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	PVR	CD226	0.258	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	GNRH1	GNRHR2	0.056	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	GNRH2	GNRHR2	0.043	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	PSAP	GPR37	0.341	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	PSAP	GPR37L1	0.451	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SOSTDC1	LRP5	0.275	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	DKK1	LRP5	0.038	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SOSTDC1	LRP6	0.813	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	DKK1	LRP6	0.576	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SELE	GLG1	0.413	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA3E	PLXND1	0.231	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA4A	PLXND1	0.264	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA4C	PLXNB2	0.178	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA4D	PLXNB2	0.18	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA4G	PLXNB2	1.789	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA4D	CD72	0.049	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA4D	PLXNB1	0.202	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA4D	PLXNB3	0.071	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SEMA5A	PLXNB3	0.541	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SLIT2	ROBO1	0.104	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	SDC1	ADGRA2	0.465	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TAC3	TACR2	0.142	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TF	TFRC	0.288	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	HFE	TFRC	0.354	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TGFB1	TGFBR3	0.221	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TGFB2	TGFBR3	0.226	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TGFB3	TGFBR3	0.224	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	FGFR4	TGFBR3	0.861	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	CD160	TNFRSF14	0.065	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TNFSF14	TNFRSF14	0.064	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TNF	TNFRSF1A	0.331	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TNF	TNFRSF1B	0.049	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TNFSF10	TNFRSF10A	0.267	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TNFSF10	TNFRSF10B	0.37	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TNFSF10	TNFRSF10D	0.503	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TNFSF12	TNFRSF12A	0.847	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	TNFSF9	TNFRSF9	0.059	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT1	FRZB	0.041	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT11	FRZB	0.061	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT2B	FRZB	0.02	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT3	FRZB	0.012	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT3A	FRZB	0.013	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT4	FRZB	0.008	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT5A	FRZB	0.017	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT5B	FRZB	0.024	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT7B	FRZB	0.012	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT9A	FRZB	0.015	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT1	SFRP1	0.14	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT11	SFRP1	0.16	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT2B	SFRP1	0.119	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT3	SFRP1	0.111	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT3A	SFRP1	0.112	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT4	SFRP1	0.107	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT5A	SFRP1	0.116	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT5B	SFRP1	0.123	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT7B	SFRP1	0.111	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT9A	SFRP1	0.114	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT1	SFRP4	0.059	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT11	SFRP4	0.079	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT2B	SFRP4	0.038	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT3	SFRP4	0.03	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT3A	SFRP4	0.031	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT4	SFRP4	0.026	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT5A	SFRP4	0.035	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT5B	SFRP4	0.042	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT7B	SFRP4	0.03	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT9A	SFRP4	0.033	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT1	SFRP5	3.446	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT11	SFRP5	3.466	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT2B	SFRP5	3.425	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT3	SFRP5	3.417	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT3A	SFRP5	3.417	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
enterocyte of epithelium of large intestine|monocyte	WNT4	SFRP5	3.413	302	enterocyte of epithelium of large intestine	monocyte	large_intestine	HBM972.WNBG.933_reg001
