	I	pval_norm	var_norm	pval_norm_fdr_bh
GINS2	0.015006686219966401	0.0	4.544198643041706e-08	0.0
TCF4	0.01499487209707837	0.0	4.544198643041706e-08	0.0
NT5DC2	0.0149611451653771	0.0	4.544198643041706e-08	0.0
VPREB3	0.014939383380219962	0.0	4.544198643041706e-08	0.0
RPS29	0.014930588128309568	0.0	4.544198643041706e-08	0.0
CST7	0.014915062703598454	0.0	4.544198643041706e-08	0.0
CD24	0.014904907305309177	0.0	4.544198643041706e-08	0.0
LYZ	0.01489424708972263	0.0	4.544198643041706e-08	0.0
SNX10	0.014858040129366453	0.0	4.544198643041706e-08	0.0
DNAJB11	0.014849988442306356	0.0	4.544198643041706e-08	0.0
LINC02397	0.01482927091117967	0.0	4.544198643041706e-08	0.0
BTK	0.014795056910625373	0.0	4.544198643041706e-08	0.0
MYL12A	0.014779531417451433	0.0	4.544198643041706e-08	0.0
C1QB	0.014771317562308246	0.0	4.544198643041706e-08	0.0
CXCL16	0.014746405827284627	0.0	4.544198643041706e-08	0.0
RBM47	0.014731885324841971	0.0	4.544198643041706e-08	0.0
PRKCH	0.014725697413148924	0.0	4.544198643041706e-08	0.0
PLAAT4	0.014702990799941407	0.0	4.544198643041706e-08	0.0
COMMD6	0.014702843888140409	0.0	4.544198643041706e-08	0.0
EEF1B2	0.01469906678109752	0.0	4.544198643041706e-08	0.0
GSN	0.014696745236865838	0.0	4.544198643041706e-08	0.0
SLC15A3	0.0146752960708498	0.0	4.544198643041706e-08	0.0
SEC13	0.014668463302691795	0.0	4.544198643041706e-08	0.0
CD86	0.014666194644491388	0.0	4.544198643041706e-08	0.0
APOE	0.014639494622410541	0.0	4.544198643041706e-08	0.0
NIBAN3	0.014618133107810438	0.0	4.544198643041706e-08	0.0
C1QA	0.014607062606226262	0.0	4.544198643041706e-08	0.0
APOC1	0.01459645777949045	0.0	4.544198643041706e-08	0.0
COX5A	0.014596332308537017	0.0	4.544198643041706e-08	0.0
NFKBIA	0.014587849028849765	0.0	4.544198643041706e-08	0.0
IGHG4	0.014582451779426147	0.0	4.544198643041706e-08	0.0
RAB31	0.014570085438622878	0.0	4.544198643041706e-08	0.0
TXNDC15	0.014565571702798718	0.0	4.544198643041706e-08	0.0
HSPA8	0.014553606491667334	0.0	4.544198643041706e-08	0.0
PIK3R1	0.014548266218955547	0.0	4.544198643041706e-08	0.0
BTF3	0.014490906440965064	0.0	4.544198643041706e-08	0.0
ZFAS1	0.01448078092489077	0.0	4.544198643041706e-08	0.0
ACP5	0.014368785680582202	0.0	4.544198643041706e-08	0.0
CTSD	0.014364606960453006	0.0	4.544198643041706e-08	0.0
BUB1	0.014362988404865865	0.0	4.544198643041706e-08	0.0
HCST	0.01434723963878336	0.0	4.544198643041706e-08	0.0
TBXAS1	0.014342822176257606	0.0	4.544198643041706e-08	0.0
FNDC3B	0.0143139438220589	0.0	4.544198643041706e-08	0.0
DOK3	0.014295941790186593	0.0	4.544198643041706e-08	0.0
CD68	0.014272449620750924	0.0	4.544198643041706e-08	0.0
HLA-DQA1	0.014270328156792616	0.0	4.544198643041706e-08	0.0
CALR	0.014265006910608431	0.0	4.544198643041706e-08	0.0
CCNA2	0.01424949797664772	0.0	4.544198643041706e-08	0.0
DCPS	0.014232300964005644	0.0	4.544198643041706e-08	0.0
NCF2	0.014217431231364227	0.0	4.544198643041706e-08	0.0
KIFC1	0.01421289293334394	0.0	4.544198643041706e-08	0.0
CDKN3	0.014204485263802934	0.0	4.544198643041706e-08	0.0
JPT1	0.014199528854802627	0.0	4.544198643041706e-08	0.0
PRKCQ-AS1	0.014179217197306592	0.0	4.544198643041706e-08	0.0
RPL8	0.014157225637654614	0.0	4.544198643041706e-08	0.0
AAK1	0.01412740053098901	0.0	4.544198643041706e-08	0.0
ZFP36	0.014079839350612954	0.0	4.544198643041706e-08	0.0
AHNAK	0.014073552511073282	0.0	4.544198643041706e-08	0.0
DERL1	0.01402782143097163	0.0	4.544198643041706e-08	0.0
GM2A	0.013983024236491427	0.0	4.544198643041706e-08	0.0
PHGDH	0.01397355352712733	0.0	4.544198643041706e-08	0.0
PIM2	0.013937422521834155	0.0	4.544198643041706e-08	0.0
CD163	0.013929281420767168	0.0	4.544198643041706e-08	0.0
GAPDH	0.013927802097646732	0.0	4.544198643041706e-08	0.0
PKMYT1	0.01390619660798489	0.0	4.544198643041706e-08	0.0
SH2D1A	0.013888575280173641	0.0	4.544198643041706e-08	0.0
IGHM	0.013886176090691989	0.0	4.544198643041706e-08	0.0
TSPAN3	0.0138476154191581	0.0	4.544198643041706e-08	0.0
GPNMB	0.013833541355221773	0.0	4.544198643041706e-08	0.0
HLA-DRB5	0.013824206103224755	0.0	4.544198643041706e-08	0.0
CENPU	0.013817628647724551	0.0	4.544198643041706e-08	0.0
CD63	0.013813570133918852	0.0	4.544198643041706e-08	0.0
MIF	0.013781281679860596	0.0	4.544198643041706e-08	0.0
TNS3	0.013753325192421841	0.0	4.544198643041706e-08	0.0
CLIC4	0.013731327599476295	0.0	4.544198643041706e-08	0.0
ASPM	0.013724183504599937	0.0	4.544198643041706e-08	0.0
RAB30	0.013718833791521121	0.0	4.544198643041706e-08	0.0
CDC20	0.013717534848325622	0.0	4.544198643041706e-08	0.0
CALM1	0.013697896123113012	0.0	4.544198643041706e-08	0.0
MIR4435-2HG	0.013689233455725761	0.0	4.544198643041706e-08	0.0
DAB2	0.013677354942447326	0.0	4.544198643041706e-08	0.0
TROAP	0.013672487678458868	0.0	4.544198643041706e-08	0.0
DDOST	0.013671488735773318	0.0	4.544198643041706e-08	0.0
PARP8	0.013670404806316079	0.0	4.544198643041706e-08	0.0
TMEM208	0.013646741386985708	0.0	4.544198643041706e-08	0.0
IGLC2	0.013644537128879324	0.0	4.544198643041706e-08	0.0
NEAT1	0.013615405201974127	0.0	4.544198643041706e-08	0.0
SEC61A1	0.013608512473001622	0.0	4.544198643041706e-08	0.0
IL13RA1	0.013606832443202876	0.0	4.544198643041706e-08	0.0
RPSA	0.013591466112728923	0.0	4.544198643041706e-08	0.0
UBE2T	0.013538978142678954	0.0	4.544198643041706e-08	0.0
FKBP5	0.013524562501783285	0.0	4.544198643041706e-08	0.0
FKBP2	0.013489654334919767	0.0	4.544198643041706e-08	0.0
TNFAIP2	0.013482138329989917	0.0	4.544198643041706e-08	0.0
RPL38	0.013463365031215986	0.0	4.544198643041706e-08	0.0
CD6	0.01345342183755421	0.0	4.544198643041706e-08	0.0
CCL5	0.013443508946107383	0.0	4.544198643041706e-08	0.0
IFI30	0.01343575727926256	0.0	4.544198643041706e-08	0.0
HERPUD1	0.013427802989269103	0.0	4.544198643041706e-08	0.0
CCNH	0.013413409743027092	0.0	4.544198643041706e-08	0.0
HSH2D	0.013395729837531475	0.0	4.544198643041706e-08	0.0
BHLHA15	0.013388796047668464	0.0	4.544198643041706e-08	0.0
PABPC1	0.013364871047516201	0.0	4.544198643041706e-08	0.0
GMPPB	0.013341894385230169	0.0	4.544198643041706e-08	0.0
EVL	0.013305599024871988	0.0	4.544198643041706e-08	0.0
SELENOP	0.013296463445032299	0.0	4.544198643041706e-08	0.0
SRPRB	0.013287615842203697	0.0	4.544198643041706e-08	0.0
ATP6V0B	0.01324312809744635	0.0	4.544198643041706e-08	0.0
FER1L4	0.013233295997493991	0.0	4.544198643041706e-08	0.0
RHOQ	0.01320908866818632	0.0	4.544198643041706e-08	0.0
UBE2C	0.013196497946062317	0.0	4.544198643041706e-08	0.0
CYP27A1	0.013194095379701457	0.0	4.544198643041706e-08	0.0
RPLP2	0.013128748966439546	0.0	4.544198643041706e-08	0.0
CD40	0.013116793113916435	0.0	4.544198643041706e-08	0.0
RPS8	0.013101127268260028	0.0	4.544198643041706e-08	0.0
HYOU1	0.013090180812184075	0.0	4.544198643041706e-08	0.0
ATP5MC3	0.013071079534672639	0.0	4.544198643041706e-08	0.0
MLEC	0.013053493874241859	0.0	4.544198643041706e-08	0.0
TMEM258	0.013035059071217716	0.0	4.544198643041706e-08	0.0
POU2F2	0.013033713046133684	0.0	4.544198643041706e-08	0.0
NCAPH	0.013024467175365432	0.0	4.544198643041706e-08	0.0
GAB1	0.012995530564234909	0.0	4.544198643041706e-08	0.0
CCDC88A	0.012990544594965155	0.0	4.544198643041706e-08	0.0
STAG3	0.012988882586767688	0.0	4.544198643041706e-08	0.0
CD14	0.012985708743248964	0.0	4.544198643041706e-08	0.0
FEN1	0.012978858157587446	0.0	4.544198643041706e-08	0.0
CDCA3	0.012974860291787007	0.0	4.544198643041706e-08	0.0
CLSPN	0.012974562162194156	0.0	4.544198643041706e-08	0.0
MS4A7	0.012955895083926533	0.0	4.544198643041706e-08	0.0
TRIB1	0.012915339247877498	0.0	4.544198643041706e-08	0.0
PSMB6	0.012862535626525286	0.0	4.544198643041706e-08	0.0
TPX2	0.012851584786031447	0.0	4.544198643041706e-08	0.0
S100A11	0.012817818545071441	0.0	4.544198643041706e-08	0.0
NCF4	0.012815417443744436	0.0	4.544198643041706e-08	0.0
CHST2	0.012809521998379956	0.0	4.544198643041706e-08	0.0
RPS9	0.012806794231178954	0.0	4.544198643041706e-08	0.0
PLEK	0.012787858020980782	0.0	4.544198643041706e-08	0.0
FGR	0.012780133388784951	0.0	4.544198643041706e-08	0.0
CPM	0.012776175238841473	0.0	4.544198643041706e-08	0.0
