	I	pval_norm	var_norm	pval_norm_fdr_bh
ENSG00000180879	0.051914847976756724	0.0	1.7309493467875537e-08	0.0
ENSG00000213853	0.05185793974149379	0.0	1.7309493467875537e-08	0.0
ENSG00000137575	0.05180339518447386	0.0	1.7309493467875537e-08	0.0
ENSG00000182492	0.05179607317238616	0.0	1.7309493467875537e-08	0.0
ENSG00000111679	0.05177315427839706	0.0	1.7309493467875537e-08	0.0
ENSG00000134419	0.051731486579119	0.0	1.7309493467875537e-08	0.0
ENSG00000143198	0.0516099585366618	0.0	1.7309493467875537e-08	0.0
ENSG00000065413	0.0515983691541492	0.0	1.7309493467875537e-08	0.0
ENSG00000044115	0.05148948316427129	0.0	1.7309493467875537e-08	0.0
ENSG00000147862	0.05135929878911777	0.0	1.7309493467875537e-08	0.0
ENSG00000126458	0.05131674135549846	0.0	1.7309493467875537e-08	0.0
ENSG00000075426	0.0513049949173474	0.0	1.7309493467875537e-08	0.0
ENSG00000107281	0.051298939027915366	0.0	1.7309493467875537e-08	0.0
ENSG00000074695	0.051250613454066105	0.0	1.7309493467875537e-08	0.0
ENSG00000096384	0.05123036809327654	0.0	1.7309493467875537e-08	0.0
ENSG00000128283	0.0511478989617892	0.0	1.7309493467875537e-08	0.0
ENSG00000067560	0.051047627329181354	0.0	1.7309493467875537e-08	0.0
ENSG00000179344	0.051023185539395485	0.0	1.7309493467875537e-08	0.0
ENSG00000099204	0.051009925510114754	0.0	1.7309493467875537e-08	0.0
ENSG00000149131	0.05099399735142987	0.0	1.7309493467875537e-08	0.0
ENSG00000104067	0.050984943611346506	0.0	1.7309493467875537e-08	0.0
ENSG00000106803	0.050764052321319114	0.0	1.7309493467875537e-08	0.0
ENSG00000137507	0.050670490383305344	0.0	1.7309493467875537e-08	0.0
ENSG00000166333	0.05062042096319848	0.0	1.7309493467875537e-08	0.0
ENSG00000115310	0.05059979216899796	0.0	1.7309493467875537e-08	0.0
ENSG00000198832	0.05055187342016269	0.0	1.7309493467875537e-08	0.0
ENSG00000124831	0.05052545824140225	0.0	1.7309493467875537e-08	0.0
ENSG00000105220	0.050354385142460205	0.0	1.7309493467875537e-08	0.0
ENSG00000150938	0.050335750899120846	0.0	1.7309493467875537e-08	0.0
ENSG00000084207	0.050269863697904864	0.0	1.7309493467875537e-08	0.0
ENSG00000172349	0.050202017120720144	0.0	1.7309493467875537e-08	0.0
ENSG00000163568	0.0501378758711226	0.0	1.7309493467875537e-08	0.0
ENSG00000108691	0.050017644151612584	0.0	1.7309493467875537e-08	0.0
ENSG00000131471	0.049964379271570034	0.0	1.7309493467875537e-08	0.0
ENSG00000107438	0.049912049460225205	0.0	1.7309493467875537e-08	0.0
ENSG00000122026	0.049886274303271444	0.0	1.7309493467875537e-08	0.0
ENSG00000168268	0.049848377384100494	0.0	1.7309493467875537e-08	0.0
ENSG00000111321	0.04983089710256717	0.0	1.7309493467875537e-08	0.0
ENSG00000155366	0.04979314639871263	0.0	1.7309493467875537e-08	0.0
ENSG00000161281	0.04977198002745166	0.0	1.7309493467875537e-08	0.0
ENSG00000149806	0.04969525519458818	0.0	1.7309493467875537e-08	0.0
ENSG00000137962	0.0496670224631557	0.0	1.7309493467875537e-08	0.0
ENSG00000074416	0.04961397226393918	0.0	1.7309493467875537e-08	0.0
ENSG00000173918	0.049606582307761854	0.0	1.7309493467875537e-08	0.0
ENSG00000028277	0.049509061164717844	0.0	1.7309493467875537e-08	0.0
ENSG00000147526	0.049433674985827646	0.0	1.7309493467875537e-08	0.0
ENSG00000182899	0.04940478051254161	0.0	1.7309493467875537e-08	0.0
ENSG00000171223	0.04929573340634594	0.0	1.7309493467875537e-08	0.0
ENSG00000165949	0.04925344267980324	0.0	1.7309493467875537e-08	0.0
ENSG00000162924	0.04924409082712934	0.0	1.7309493467875537e-08	0.0
ENSG00000166741	0.04919215275984422	0.0	1.7309493467875537e-08	0.0
ENSG00000116191	0.04915980745882935	0.0	1.7309493467875537e-08	0.0
ENSG00000106991	0.049129938806070875	0.0	1.7309493467875537e-08	0.0
ENSG00000187244	0.04906853497798355	0.0	1.7309493467875537e-08	0.0
ENSG00000111077	0.049047182424331225	0.0	1.7309493467875537e-08	0.0
ENSG00000189058	0.04898574759337631	0.0	1.7309493467875537e-08	0.0
ENSG00000109321	0.04890530131886481	0.0	1.7309493467875537e-08	0.0
ENSG00000196569	0.04882603311162686	0.0	1.7309493467875537e-08	0.0
ENSG00000176014	0.0487838222031541	0.0	1.7309493467875537e-08	0.0
ENSG00000157557	0.048673131837986716	0.0	1.7309493467875537e-08	0.0
ENSG00000134107	0.04865442989904458	0.0	1.7309493467875537e-08	0.0
ENSG00000130202	0.048637351706453384	0.0	1.7309493467875537e-08	0.0
ENSG00000204592	0.048443722811114955	0.0	1.7309493467875537e-08	0.0
ENSG00000142669	0.04828281763800931	0.0	1.7309493467875537e-08	0.0
ENSG00000142534	0.048245457123836606	0.0	1.7309493467875537e-08	0.0
ENSG00000164111	0.048146846196643105	0.0	1.7309493467875537e-08	0.0
ENSG00000008394	0.048136299148040976	0.0	1.7309493467875537e-08	0.0
ENSG00000044574	0.0480836044547788	0.0	1.7309493467875537e-08	0.0
ENSG00000231389	0.04806573932412025	0.0	1.7309493467875537e-08	0.0
ENSG00000163520	0.04804297091555795	0.0	1.7309493467875537e-08	0.0
ENSG00000187513	0.04799566669388779	0.0	1.7309493467875537e-08	0.0
ENSG00000065534	0.047914215941709686	0.0	1.7309493467875537e-08	0.0
ENSG00000136986	0.047881972446393736	0.0	1.7309493467875537e-08	0.0
ENSG00000102317	0.04784913998754561	0.0	1.7309493467875537e-08	0.0
ENSG00000136826	0.04782761378663424	0.0	1.7309493467875537e-08	0.0
ENSG00000110955	0.04776211617494298	0.0	1.7309493467875537e-08	0.0
ENSG00000165168	0.04769765610977007	0.0	1.7309493467875537e-08	0.0
ENSG00000143947	0.047634028479085856	0.0	1.7309493467875537e-08	0.0
ENSG00000100100	0.04759107793106049	0.0	1.7309493467875537e-08	0.0
ENSG00000065054	0.047461970654760766	0.0	1.7309493467875537e-08	0.0
ENSG00000035403	0.047273819021982806	0.0	1.7309493467875537e-08	0.0
ENSG00000072952	0.047132569958475444	0.0	1.7309493467875537e-08	0.0
ENSG00000010278	0.04701648302128369	0.0	1.7309493467875537e-08	0.0
ENSG00000197019	0.04699652586007199	0.0	1.7309493467875537e-08	0.0
ENSG00000153071	0.04698358616300375	0.0	1.7309493467875537e-08	0.0
ENSG00000068001	0.04695335039823471	0.0	1.7309493467875537e-08	0.0
ENSG00000126261	0.0469030361551321	0.0	1.7309493467875537e-08	0.0
ENSG00000110237	0.04689690603967448	0.0	1.7309493467875537e-08	0.0
ENSG00000089009	0.04687940955895695	0.0	1.7309493467875537e-08	0.0
ENSG00000115457	0.04686361754628349	0.0	1.7309493467875537e-08	0.0
ENSG00000067182	0.046842124662674504	0.0	1.7309493467875537e-08	0.0
ENSG00000163431	0.046840848300823	0.0	1.7309493467875537e-08	0.0
ENSG00000143537	0.04663392006298032	0.0	1.7309493467875537e-08	0.0
ENSG00000128016	0.0466095839574848	0.0	1.7309493467875537e-08	0.0
ENSG00000049656	0.04659978663150864	0.0	1.7309493467875537e-08	0.0
ENSG00000128245	0.046597475787134815	0.0	1.7309493467875537e-08	0.0
ENSG00000163909	0.046569108196818206	0.0	1.7309493467875537e-08	0.0
ENSG00000102024	0.04644303155030171	0.0	1.7309493467875537e-08	0.0
ENSG00000168653	0.04638946230723528	0.0	1.7309493467875537e-08	0.0
ENSG00000196531	0.04623802508475478	0.0	1.7309493467875537e-08	0.0
ENSG00000134590	0.04623270592253487	0.0	1.7309493467875537e-08	0.0
ENSG00000138964	0.046179646413899156	0.0	1.7309493467875537e-08	0.0
ENSG00000048462	0.04610684311529289	0.0	1.7309493467875537e-08	0.0
ENSG00000175274	0.046020064828012595	0.0	1.7309493467875537e-08	0.0
ENSG00000120129	0.04601001949946014	0.0	1.7309493467875537e-08	0.0
ENSG00000168421	0.045988374505425186	0.0	1.7309493467875537e-08	0.0
ENSG00000196684	0.04595933842906322	0.0	1.7309493467875537e-08	0.0
ENSG00000088340	0.0459578005641336	0.0	1.7309493467875537e-08	0.0
ENSG00000061656	0.04595594202547015	0.0	1.7309493467875537e-08	0.0
ENSG00000130592	0.045846695845964625	0.0	1.7309493467875537e-08	0.0
ENSG00000124256	0.0458421422639244	0.0	1.7309493467875537e-08	0.0
ENSG00000072163	0.04576848619449979	0.0	1.7309493467875537e-08	0.0
ENSG00000101057	0.04576684118471645	0.0	1.7309493467875537e-08	0.0
ENSG00000117091	0.04571661354193144	0.0	1.7309493467875537e-08	0.0
ENSG00000142168	0.045710353343945374	0.0	1.7309493467875537e-08	0.0
ENSG00000026751	0.04567809847731263	0.0	1.7309493467875537e-08	0.0
ENSG00000101294	0.04559893663474327	0.0	1.7309493467875537e-08	0.0
ENSG00000140545	0.04558265096119034	0.0	1.7309493467875537e-08	0.0
ENSG00000162458	0.04555124068276032	0.0	1.7309493467875537e-08	0.0
ENSG00000102265	0.04550492140460185	0.0	1.7309493467875537e-08	0.0
ENSG00000154518	0.04546352030527481	0.0	1.7309493467875537e-08	0.0
ENSG00000162772	0.04537532391404012	0.0	1.7309493467875537e-08	0.0
ENSG00000154258	0.04530674530903347	0.0	1.7309493467875537e-08	0.0
ENSG00000047849	0.04530544470863997	0.0	1.7309493467875537e-08	0.0
ENSG00000197943	0.04527713139122162	0.0	1.7309493467875537e-08	0.0
ENSG00000158457	0.04525612775463129	0.0	1.7309493467875537e-08	0.0
ENSG00000240583	0.04514783994802299	0.0	1.7309493467875537e-08	0.0
ENSG00000100316	0.0451099638481521	0.0	1.7309493467875537e-08	0.0
ENSG00000197879	0.045099233625107746	0.0	1.7309493467875537e-08	0.0
ENSG00000164741	0.045067542630061644	0.0	1.7309493467875537e-08	0.0
ENSG00000134352	0.04498917292320433	0.0	1.7309493467875537e-08	0.0
ENSG00000149218	0.04498224578655203	0.0	1.7309493467875537e-08	0.0
