column	ligand	receptor	value	count	source	target	tissue	region
B cell|CD141-positive myeloid dendritic cell	CADM3	CADM1	0.334	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	CEACAM1	SELE	1.622	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	COL4A3	ADGRG6	1.367	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	COL4A4	ADGRG6	1.27	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	COL4A5	ADGRG6	1.059	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	ENTPD1	ADORA2B	0.25	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	APP	CD74	0.643	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	APP	TNFRSF21	0.453	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	BDNF	SORT1	0.141	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	CLSTN1	NRXN1	0.78	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	NLGN4X	NRXN1	0.808	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	NLGN4Y	NRXN1	0.828	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	EFNA3	EPHA2	2.81	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	EFNA4	EPHA2	2.796	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	EFNA3	EPHA3	0.206	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	EFNA4	EPHA3	0.192	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	LGALS9	HAVCR2	0.981	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	LGALS9	P4HB	0.392	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	NPPA	NPR1	3.488	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	DLL3	NOTCH2	0.211	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	PGF	FLT1	0.004	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	VEGFB	FLT1	0.111	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	PGF	NRP2	2.852	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	SEMA7A	PLXNC1	0.566	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	BTLA	TNFRSF14	0.369	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	WNT16	SFRP4	1.349	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	WNT2B	SFRP4	1.284	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	WNT3	SFRP4	1.329	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD141-positive myeloid dendritic cell	MPZL1	MPZL1	0.374	29	B cell	CD141-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	CEACAM1	CD209	0.873	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	COL4A3	ADGRG6	0.735	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	COL4A4	ADGRG6	0.638	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	COL4A5	ADGRG6	0.426	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	ENTPD1	ADORA2B	1.278	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	ENTPD1	ADORA3	1.424	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	APP	CD74	0.403	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	APP	TNFRSF21	1.39	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	BDNF	SORT1	0.661	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	C4A	C5AR2	1.418	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	C5	C5AR2	1.449	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	C5	C5AR1	1.062	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	EDN1	EDNRB	0.432	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	FCER2	CR2	0.55	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	LGALS9	HAVCR2	1.213	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	LGALS9	P4HB	0.191	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	HLA-G	LILRB1	0.656	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	HLA-G	LILRB2	1.829	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	CD1D	LILRB2	1.944	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	NTF3	NTRK3	0.979	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	PTPRS	NTRK3	0.98	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	DLL3	NOTCH1	0.497	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	DLL3	NOTCH2	0.363	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	PGF	NRP1	0.204	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	VEGFB	NRP1	0.311	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	PGF	NRP2	0.376	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	SEMA7A	PLXNC1	0.657	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	HFE	TFRC	0.424	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	BTLA	TNFRSF14	0.323	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	TNFSF12	TNFRSF12A	0.353	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	MPZL1	MPZL1	0.08	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|CD1c-positive myeloid dendritic cell	RNASET2	TLR8	1.133	32	B cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	CEACAM1	CD209	0.021	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	COL4A3	ADGRG6	0.387	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	COL4A4	ADGRG6	0.29	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	COL4A5	ADGRG6	0.078	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	GJA3	GJA3	0.032	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	LRRC4B	PTPRS	0.084	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	NTF3	NTRK1	0.093	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	EFNA3	EPHA4	0.016	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	EFNA4	EPHA4	0.003	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	NRG3	ERBB4	0.271	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	TENM2	ADGRL1	0.079	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	TENM4	ADGRL1	0.129	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	LRRC4B	PTPRF	0.083	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	LRRC4B	PTPRD	0.123	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	NPB	NPBWR2	0.088	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	NPW	NPBWR2	0.092	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	DLL3	NOTCH1	0.103	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	CD24	SELP	0.483	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	TAX1BP3	ADGRB1	0.088	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	TGFB2	TGFBR3	0.085	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	FGFR4	TGFBR3	0.021	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	TNFSF12	TNFRSF12A	0.05	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	BST2	LILRA4	0.132	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	FTH1	SCARA5	0.077	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|T cell	MST1	MST1R	0.021	25	B cell	T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	CEACAM1	CD209	0.187	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	APP	CD74	0.066	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	APP	FPR2	1.955	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	APP	TNFRSF21	0.15	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	BDNF	SORT1	0.302	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	C4A	C5AR2	1.313	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	C5	C5AR2	1.344	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	C5	C5AR1	3.485	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	TENM2	ADGRL2	0.954	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	TENM4	ADGRL2	1.004	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	LGALS9	HAVCR2	0.631	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	LGALS9	P4HB	0.168	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	HLA-G	LILRB1	0.09	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	HLA-G	LILRB2	1.588	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	CD1D	LILRB2	1.703	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	DLL3	NOTCH2	0.275	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	DLL3	NOTCH3	0.833	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	PGF	NRP1	0.422	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	VEGFB	NRP1	0.529	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	SEMA7A	PLXNC1	0.808	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	TAX1BP3	ADGRB1	0.513	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	HFE	TFRC	0.328	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	TGFB2	TGFBR3	0.128	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	FGFR4	TGFBR3	0.064	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	ESAM	ESAM	0.284	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	MPZL1	MPZL1	0.103	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|classical monocyte	RNASET2	TLR8	1.464	27	B cell	classical monocyte	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	GJA3	GJA3	0.069	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	APP	PLXNA4	0.067	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	NTF3	NTRK1	0.026	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	EFNA3	EPHA4	0.109	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	EFNA4	EPHA4	0.096	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	FCER2	CR2	0.45	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	TENM2	ADGRL1	0.033	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	TENM4	ADGRL1	0.084	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	LRRC4B	PTPRD	0.095	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	NTF3	NTRK3	0.037	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	PTPRS	NTRK3	0.037	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	PNOC	OPRL1	0.221	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	PGF	FLT1	0.005	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	VEGFB	FLT1	0.113	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	TAX1BP3	ADGRB1	0.073	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	TGFB2	TGFBR3	0.09	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	FGFR4	TGFBR3	0.026	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	BTLA	TNFRSF14	0.155	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD4-positive, alpha-beta T cell	BST2	LILRA4	0.152	19	B cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	BDNF	NGFR	0.033	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	NTF3	NGFR	0.028	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	CD80	NGFR	0.1	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	NTF3	NTRK1	0.028	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	EFNA3	EPHA2	0.036	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	EFNA4	EPHA2	0.023	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	EFNA3	EPHA4	0.016	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	EFNA4	EPHA4	0.003	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	TENM2	ADGRL1	0.054	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	TENM4	ADGRL1	0.104	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	LGALS9	P4HB	0.104	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	NPB	NPBWR2	0.018	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	NPW	NPBWR2	0.021	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	DLL3	NOTCH1	0.151	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	ADCYAP1	VIPR2	0.172	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	HFE	TFRC	0.039	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	TGFB2	TGFBR3	0.204	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	FGFR4	TGFBR3	0.14	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	TNFSF12	TNFRSF12A	0.053	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	BAG6	NCR3	0.122	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	MST1	MST1R	0.016	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|effector CD8-positive, alpha-beta T cell	PROC	PROCR	0.04	22	B cell	effector CD8-positive, alpha-beta T cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	CDH2	CDH2	0.21	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	CADM3	EPB41L1	0.212	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	CEACAM1	SELE	0.578	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	COL4A3	ADGRG6	2.759	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	COL4A4	ADGRG6	2.662	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	COL4A5	ADGRG6	2.45	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	CLSTN1	NRXN3	1.765	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	NLGN4X	NRXN3	1.793	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	NLGN4Y	NRXN3	1.813	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	GJA3	GJA1	4.144	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	GJC1	GJA1	4.126	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	GJA3	GJA5	0.911	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	GJC1	GJA5	0.893	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	GJA3	GJC1	1.074	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	GJC1	GJC1	1.055	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	JAM2	JAM3	0.079	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	JAM3	JAM3	0.155	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	APP	CD74	0.133	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	APP	PLXNA4	0.476	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	APP	TNFRSF21	0.089	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	ANGPT2	TEK	5.025	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	APLN	APLNR	0.869	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	BDNF	NGFR	0.015	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	NTF3	NGFR	0.01	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	CD80	NGFR	0.082	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	BDNF	SORT1	0.568	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	CCL25	ACKR4	2.418	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	CCL28	CCR10	0.057	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	EDN1	EDNRB	1.312	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	EFNA3	EPHA2	2.012	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	EFNA4	EPHA2	1.998	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	EFNA3	EPHA4	0.962	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	EFNA4	EPHA4	0.949	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	NRG3	ERBB4	0.301	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	FGF17	FGFR3	0.181	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	FGF20	FGFR3	0.189	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	TENM2	ADGRL1	0.62	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	TENM4	ADGRL1	0.67	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
B cell|endothelial cell	TENM2	ADGRL2	1.495	69	B cell	endothelial cell	lymph_node	HBM268.NKXB.243_reg1
